"archetypeID","wwthdr_pc_nat_z","runoff_nonstat_z","tws_nonstat_z","gini_z","connectivity_si_z","e_flow_z","Base_water_stress_z","hydropol_int_z","thrspecies_z","droughthaz_z","mismplastic_z","extremes_damage_z","extremes_affected_z","bod_z","wetlandloss_z","equity_risk_index_nat_z","gov_risk_index_nat_z"
11,-0.704102729049067,0.978898603660381,0.470932090473753,0.764608061282567,0.119492808424848,0.307811162279704,-0.0843125840942391,0.59370292390628,0.265520562049537,0.812954703739014,0.848967778031724,-0.81017411607634,0.672786351123441,0.285663285071685,-0.200113607505702,-1.34491886322188,1.06741556187581
12,-0.533323488830486,-0.531711541308331,-0.375862020614471,0.715873313362383,0.147723057533546,0.218884805653874,-0.0733694771967738,0.595267546399485,-0.625589649443449,1.24386979095355,0.425877436314233,-0.377541474435175,0.552849450225921,0.0228241295595655,0.348937286226519,-1.29484150975437,1.17569615283534
13,-0.431901152788393,-0.281071308962089,-0.290151406319011,0.610239343850957,0.0657144213621331,0.294467874181997,-0.0937205754201205,0.524711242884628,-0.652023737075605,0.780881226085315,0.745743801007824,-0.121964528508069,0.725108444056686,0.153094288971858,-1.34054713623727,-1.33219968831169,1.14431636032595
14,0.0263346387399464,0.0527379794666316,-0.629417242771299,1.09630152260362,0.294527473807585,0.0601769763235564,-0.25132422205207,0.941425883011132,-0.613240493845477,-0.662562367983048,-0.220256791862529,0.0319222836662786,0.579273268488695,-0.20362762154582,0.654151770147459,-0.444043468275249,0.801709437220741
15,-0.605648285853343,-0.808573769273739,-0.610251162353041,0.0490953173029575,0.320803129571717,0.177359108511187,-0.17875268738354,0.528724144324558,-0.821753040147464,-0.779266844355904,-0.420136403832095,-0.788416206981788,0.0937472311729055,-0.204147677744452,0.633252552270005,-1.53623866985724,1.37108334798832
16,0.328738872445999,-0.503867902451129,0.608231561103167,0.117648931745118,0.316400693304373,-1.99170161495989,-0.131208678566366,0.453315595760406,-0.778003967783247,-0.839378928482375,-0.896676977766015,-0.868997905141946,-0.736879891899689,-0.243454004223255,0.545420623015479,-0.3360623168418,0.902795233508478
17,0.60497323917198,-0.148642684587672,0.886831402049425,0.534584632815764,0.261290537648549,0.590204731871173,0.150887955708433,0.679205845899028,-0.564482475442886,-0.83404905287622,-0.907649133793533,-0.950293264317036,-0.88779448519487,-0.18610171023213,0.470562508076549,-0.0654105078025482,0.551810498726123
18,0.193904830448612,-0.638005675706928,1.10296642581403,-0.393911247421623,0.0420478791734165,0.242146487938412,0.232711091633505,-0.550831648046025,-0.759335696670721,-0.236397603181934,0.0369428356375212,0.18153258859521,0.362814206467059,0.00580056052206984,0.476508298577698,0.452179826916284,0.265235283115509
19,0.407448735368039,-0.138530709615335,-0.220431347040541,0.126682798095656,0.156510794173833,0.0539617438755117,-0.231454030557257,0.05396084293888,0.538380906837261,0.312613002313847,0.208896083163859,-0.304385446069089,-0.603767382556215,-0.128408740598616,0.64402286864781,0.418180453740272,0.960594333333333
20,-0.14122314958665,-0.114546860075462,-0.0788353498871993,-0.123176181130162,0.101576120539989,0.0344928201906209,-0.226567209472829,-0.316231766194277,0.21748217966538,-0.240317715036045,0.335519158008495,-0.574735315005544,-0.658523933930722,-0.202979829867436,-1.31702250442653,0.252598034627989,0.907574006083294
21,0.0174076839035766,-0.576029308265808,-0.736354343199587,0.279279143559294,0.292788250873203,-0.0501623237522572,-0.278340740610235,-1.17650649695833,0.0737778866675508,-0.75326399127517,-0.841972018938447,-0.768330752987779,-1.06470081854548,-0.2599404227145,0.745904822684453,0.507370230883872,1.06581377222655
22,1.78763067986073,-0.864187435234079,-0.627071585229718,-0.0241512887823744,0.157646092247461,0.0933820574480078,-0.062629558283648,-0.197010504569009,-0.306960181626516,-0.757570753685361,-0.654676410698282,-0.126939850951183,-0.687828438055274,-0.18086183989049,0.665963419982805,0.193529924683893,-0.108611825911672
23,0.841045682567113,-0.347314171154926,-0.402139721983032,-1.4150293918378,0.294328216293343,0.104446105827957,-0.259677791759608,-1.32697797833597,-0.650835672127618,-0.758521131602838,-1.32597420387308,-0.186895179000094,-0.932390072792202,-0.27427693362809,0.737175985185023,1.18270868187579,-1.35388715042056
24,0.975397614079118,0.856040068041087,0.730105989631618,-1.24486253272129,0.0798997271259785,0.162276612177738,-0.186043605289139,-0.865644250239672,-0.39272273491635,-0.10200333838246,-0.810454373410317,0.590154392937898,-0.331792988804188,-0.216673997011146,0.453941587441113,1.0459152117844,-1.21971044221345
